年度,縣市別,行業別,統計項目,單位,中小企業(家),大企業(家)
2019,高雄市,礦業及土石採取業,家數,家,103, 
2019,基隆市,礦業及土石採取業,家數,家,,0
2019,宜蘭縣,礦業及土石採取業,家數,家,93, 
2019,新竹市,礦業及土石採取業,家數,家,20,0
2019,新竹縣,礦業及土石採取業,家數,家,35, 
2019,苗栗縣,礦業及土石採取業,家數,家,69,0
2019,彰化縣,礦業及土石採取業,家數,家,20,0
2019,南投縣,礦業及土石採取業,家數,家,35, 
2019,雲林縣,礦業及土石採取業,家數,家,30,0
2019,嘉義市,礦業及土石採取業,家數,家,,0
2019,嘉義縣,礦業及土石採取業,家數,家,13,0
2019,屏東縣,礦業及土石採取業,家數,家,36,0
2019,澎湖縣,礦業及土石採取業,家數,家,7,0
2019,花蓮縣,礦業及土石採取業,家數,家,141, 
2019,臺東縣,礦業及土石採取業,家數,家,48, 
2019,金門縣,礦業及土石採取業,家數,家,,0
2019,連江縣,礦業及土石採取業,家數,家,0,0
2019,總計,製造業,家數,家,143699,6070
2019,臺北市,製造業,家數,家,7806,943
2019,新北市,製造業,家數,家,32499,1020
2019,桃園縣,製造業,家數,家,12361,869
2019,臺中市,製造業,家數,家,29741,749
2019,臺南市,製造業,家數,家,12831,524
2019,高雄市,製造業,家數,家,10362,534
2019,基隆市,製造業,家數,家,725,16
2019,宜蘭縣,製造業,家數,家,2119,62
2019,新竹市,製造業,家數,家,2306,232
2019,新竹縣,製造業,家數,家,2826,347
2019,苗栗縣,製造業,家數,家,2672,139
2019,彰化縣,製造業,家數,家,17388,319
2019,南投縣,製造業,家數,家,1800,77
2019,雲林縣,製造業,家數,家,2365,66
2019,嘉義市,製造業,家數,家,793,9
2019,嘉義縣,製造業,家數,家,1985,65
2019,屏東縣,製造業,家數,家,1627,87
2019,澎湖縣,製造業,家數,家,233,0
2019,花蓮縣,製造業,家數,家,672,9
2019,臺東縣,製造業,家數,家,376, 
2019,金門縣,製造業,家數,家,182, 
2019,連江縣,製造業,家數,家,30, 
2019,總計,電力及燃氣供應業,家數,家,1616,165
2019,臺北市,電力及燃氣供應業,家數,家,186,30
2019,新北市,電力及燃氣供應業,家數,家,113,17
2019,桃園縣,電力及燃氣供應業,家數,家,66,9
2019,臺中市,電力及燃氣供應業,家數,家,145,20
2019,臺南市,電力及燃氣供應業,家數,家,187,12
2019,高雄市,電力及燃氣供應業,家數,家,121,16
2019,基隆市,電力及燃氣供應業,家數,家,, 
2019,宜蘭縣,電力及燃氣供應業,家數,家,9, 
2019,新竹市,電力及燃氣供應業,家數,家,29,6
2019,新竹縣,電力及燃氣供應業,家數,家,51,7
2019,苗栗縣,電力及燃氣供應業,家數,家,37,6
2019,彰化縣,電力及燃氣供應業,家數,家,193,8
2019,南投縣,電力及燃氣供應業,家數,家,23, 
2019,雲林縣,電力及燃氣供應業,家數,家,175, 
2019,嘉義市,電力及燃氣供應業,家數,家,30, 
2019,嘉義縣,電力及燃氣供應業,家數,家,68, 
2019,屏東縣,電力及燃氣供應業,家數,家,148,6
2019,澎湖縣,電力及燃氣供應業,家數,家,0, 
2019,花蓮縣,電力及燃氣供應業,家數,家,11, 
2019,臺東縣,電力及燃氣供應業,家數,家,15, 
2019,金門縣,電力及燃氣供應業,家數,家,, 
2019,連江縣,電力及燃氣供應業,家數,家,0, 
2019,總計,用水供應及污染整治業,家數,家,7543,342
2019,臺北市,用水供應及污染整治業,家數,家,578,35
2019,新北市,用水供應及污染整治業,家數,家,994,37
2019,桃園縣,用水供應及污染整治業,家數,家,827,66
2019,臺中市,用水供應及污染整治業,家數,家,912,36
2019,臺南市,用水供應及污染整治業,家數,家,640,26
2019,高雄市,用水供應及污染整治業,家數,家,1192,61
2019,基隆市,用水供應及污染整治業,家數,家,120, 
2019,宜蘭縣,用水供應及污染整治業,家數,家,128, 
2019,新竹市,用水供應及污染整治業,家數,家,140,7
2019,新竹縣,用水供應及污染整治業,家數,家,163,7
2019,苗栗縣,用水供應及污染整治業,家數,家,235, 
2019,彰化縣,用水供應及污染整治業,家數,家,414,18
2019,南投縣,用水供應及污染整治業,家數,家,136, 
2019,雲林縣,用水供應及污染整治業,家數,家,249,10
2019,嘉義市,用水供應及污染整治業,家數,家,72, 
2019,嘉義縣,用水供應及污染整治業,家數,家,203,7
2019,屏東縣,用水供應及污染整治業,家數,家,320,12
2019,澎湖縣,用水供應及污染整治業,家數,家,18, 
2019,花蓮縣,用水供應及污染整治業,家數,家,109, 
2019,臺東縣,用水供應及污染整治業,家數,家,62, 
2019,金門縣,用水供應及污染整治業,家數,家,27, 
2019,連江縣,用水供應及污染整治業,家數,家,,0
2019,總計,營建工程業,家數,家,132951,1291
2019,臺北市,營建工程業,家數,家,11976,464
2019,新北市,營建工程業,家數,家,24816,211
2019,桃園縣,營建工程業,家數,家,12701,92
2019,臺中市,營建工程業,家數,家,17623,150
2019,臺南市,營建工程業,家數,家,8978,55
2019,高雄市,營建工程業,家數,家,16355,147
2019,基隆市,營建工程業,家數,家,2266, 
2019,宜蘭縣,營建工程業,家數,家,3513,23
2019,新竹市,營建工程業,家數,家,2638,28
2019,新竹縣,營建工程業,家數,家,3473,23
2019,苗栗縣,營建工程業,家數,家,3561,12
2019,彰化縣,營建工程業,家數,家,5705,13
2019,南投縣,營建工程業,家數,家,2618, 
2019,雲林縣,營建工程業,家數,家,3841,18
2019,嘉義市,營建工程業,家數,家,1320,11
2019,嘉義縣,營建工程業,家數,家,2519,7
2019,屏東縣,營建工程業,家數,家,3980,11
2019,澎湖縣,營建工程業,家數,家,561, 
2019,花蓮縣,營建工程業,家數,家,2341,7
2019,臺東縣,營建工程業,家數,家,1096, 
2019,金門縣,營建工程業,家數,家,929, 
2019,連江縣,營建工程業,家數,家,141, 
2019,總計,批發及零售業,家數,家,696666,18330
2019,臺北市,批發及零售業,家數,家,116267,5506
2019,新北市,批發及零售業,家數,家,106616,2958
2019,桃園縣,批發及零售業,家數,家,56203,1447
2019,臺中市,批發及零售業,家數,家,90296,2240
2019,臺南市,批發及零售業,家數,家,53917,1119
2019,高雄市,批發及零售業,家數,家,81207,2009
2019,基隆市,批發及零售業,家數,家,8498,85
2019,宜蘭縣,批發及零售業,家數,家,11911,173
2019,新竹市,批發及零售業,家數,家,12092,329
2019,新竹縣,批發及零售業,家數,家,12480,401
2019,苗栗縣,批發及零售業,家數,家,12487,182
2019,彰化縣,批發及零售業,家數,家,31761,618
2019,南投縣,批發及零售業,家數,家,12361,147
2019,雲林縣,批發及零售業,家數,家,16947,273
2019,嘉義市,批發及零售業,家數,家,8880,143
2019,嘉義縣,批發及零售業,家數,家,10300,162
2019,屏東縣,批發及零售業,家數,家,19249,337
2019,澎湖縣,批發及零售業,家數,家,2915,18
2019,花蓮縣,批發及零售業,家數,家,9477,103
2019,臺東縣,批發及零售業,家數,家,6169,56
2019,金門縣,批發及零售業,家數,家,16329,23
2019,連江縣,批發及零售業,家數,家,304, 
2019,總計,運輸及倉儲業,家數,家,33055,1248
2019,臺北市,運輸及倉儲業,家數,家,5425,499
2019,新北市,運輸及倉儲業,家數,家,6701,118
2019,桃園縣,運輸及倉儲業,家數,家,2684,120
2019,臺中市,運輸及倉儲業,家數,家,3574,99
2019,臺南市,運輸及倉儲業,家數,家,1425,32
2019,高雄市,運輸及倉儲業,家數,家,5340,179
2019,基隆市,運輸及倉儲業,家數,家,1227,41
2019,宜蘭縣,運輸及倉儲業,家數,家,676,18
2019,新竹市,運輸及倉儲業,家數,家,366,19
2019,新竹縣,運輸及倉儲業,家數,家,431,16
2019,苗栗縣,運輸及倉儲業,家數,家,449,9
2019,彰化縣,運輸及倉儲業,家數,家,1039,27
2019,南投縣,運輸及倉儲業,家數,家,465,7
2019,雲林縣,運輸及倉儲業,家數,家,538,17
2019,嘉義市,運輸及倉儲業,家數,家,362,10
2019,嘉義縣,運輸及倉儲業,家數,家,642,7
2019,屏東縣,運輸及倉儲業,家數,家,605, 
2019,澎湖縣,運輸及倉儲業,家數,家,252, 
2019,花蓮縣,運輸及倉儲業,家數,家,416,6
2019,臺東縣,運輸及倉儲業,家數,家,158, 
2019,金門縣,運輸及倉儲業,家數,家,185,8
2019,連江縣,運輸及倉儲業,家數,家,95, 
2019,總計,住宿及餐飲業,家數,家,168112,663
2019,臺北市,住宿及餐飲業,家數,家,23894,265
2019,新北市,住宿及餐飲業,家數,家,19495,54
2019,桃園縣,住宿及餐飲業,家數,家,12772,46
2019,臺中市,住宿及餐飲業,家數,家,21023,90
2019,臺南市,住宿及餐飲業,家數,家,16018,26
2019,高雄市,住宿及餐飲業,家數,家,20563,56
2019,基隆市,住宿及餐飲業,家數,家,2906, 
2019,宜蘭縣,住宿及餐飲業,家數,家,4089,19
2019,新竹市,住宿及餐飲業,家數,家,3625,15
2019,新竹縣,住宿及餐飲業,家數,家,3727,15
2019,苗栗縣,住宿及餐飲業,家數,家,3553, 
2019,彰化縣,住宿及餐飲業,家數,家,6342,9
2019,南投縣,住宿及餐飲業,家數,家,4200,12
2019,雲林縣,住宿及餐飲業,家數,家,3215, 
2019,嘉義市,住宿及餐飲業,家數,家,2829,6
2019,嘉義縣,住宿及餐飲業,家數,家,2583, 
2019,屏東縣,住宿及餐飲業,家數,家,7076,11
2019,澎湖縣,住宿及餐飲業,家數,家,1453, 
2019,花蓮縣,住宿及餐飲業,家數,家,4325,12
2019,臺東縣,住宿及餐飲業,家數,家,3110,11
2019,金門縣,住宿及餐飲業,家數,家,999, 
2019,連江縣,住宿及餐飲業,家數,家,315,0
2019,總計,出版、影音製作、傳播及資通訊服務業,家數,家,23325,909
2019,臺北市,出版、影音製作、傳播及資通訊服務業,家數,家,10380,599
2019,新北市,出版、影音製作、傳播及資通訊服務業,家數,家,3969,111
2019,桃園縣,出版、影音製作、傳播及資通訊服務業,家數,家,1199,25
2019,臺中市,出版、影音製作、傳播及資通訊服務業,家數,家,2613,47
2019,臺南市,出版、影音製作、傳播及資通訊服務業,家數,家,888,12
2019,高雄市,出版、影音製作、傳播及資通訊服務業,家數,家,1611,30
2019,基隆市,出版、影音製作、傳播及資通訊服務業,家數,家,172, 
2019,宜蘭縣,出版、影音製作、傳播及資通訊服務業,家數,家,187, 
2019,新竹市,出版、影音製作、傳播及資通訊服務業,家數,家,394,21
2019,新竹縣,出版、影音製作、傳播及資通訊服務業,家數,家,371,20
2019,苗栗縣,出版、影音製作、傳播及資通訊服務業,家數,家,183, 
2019,彰化縣,出版、影音製作、傳播及資通訊服務業,家數,家,321, 
2019,南投縣,出版、影音製作、傳播及資通訊服務業,家數,家,167, 
2019,雲林縣,出版、影音製作、傳播及資通訊服務業,家數,家,146, 
2019,嘉義市,出版、影音製作、傳播及資通訊服務業,家數,家,147, 
2019,嘉義縣,出版、影音製作、傳播及資通訊服務業,家數,家,91, 
2019,屏東縣,出版、影音製作、傳播及資通訊服務業,家數,家,184, 
2019,澎湖縣,出版、影音製作、傳播及資通訊服務業,家數,家,45, 
2019,花蓮縣,出版、影音製作、傳播及資通訊服務業,家數,家,129, 
2019,臺東縣,出版、影音製作、傳播及資通訊服務業,家數,家,68, 
2019,金門縣,出版、影音製作、傳播及資通訊服務業,家數,家,49, 
2019,連江縣,出版、影音製作、傳播及資通訊服務業,家數,家,11, 
2019,總計,金融及保險業,家數,家,18485,2755
2019,臺北市,金融及保險業,家數,家,7614,1181
2019,新北市,金融及保險業,家數,家,2478,347
2019,桃園縣,金融及保險業,家數,家,1105,177
2019,臺中市,金融及保險業,家數,家,1840,291
2019,臺南市,金融及保險業,家數,家,982,143
2019,高雄市,金融及保險業,家數,家,1663,227
2019,基隆市,金融及保險業,家數,家,119,10
2019,宜蘭縣,金融及保險業,家數,家,154,29
2019,新竹市,金融及保險業,家數,家,353,59
2019,新竹縣,金融及保險業,家數,家,297,37
2019,苗栗縣,金融及保險業,家數,家,145,29
2019,彰化縣,金融及保險業,家數,家,474,67
2019,南投縣,金融及保險業,家數,家,137,29
2019,雲林縣,金融及保險業,家數,家,201,31
2019,嘉義市,金融及保險業,家數,家,228,26
2019,嘉義縣,金融及保險業,家數,家,129,21
2019,屏東縣,金融及保險業,家數,家,272,30
2019,澎湖縣,金融及保險業,家數,家,31, 
2019,花蓮縣,金融及保險業,家數,家,127,12
2019,臺東縣,金融及保險業,家數,家,95,6
2019,金門縣,金融及保險業,家數,家,37, 
2019,連江縣,金融及保險業,家數,家,,0
2019,總計,不動產業,家數,家,38945,2013
2019,臺北市,不動產業,家數,家,8578,615
2019,新北市,不動產業,家數,家,5531,318
2019,桃園縣,不動產業,家數,家,3401,180
2019,臺中市,不動產業,家數,家,5979,308
2019,臺南市,不動產業,家數,家,2902,123
2019,高雄市,不動產業,家數,家,3519,176
2019,基隆市,不動產業,家數,家,292, 
2019,宜蘭縣,不動產業,家數,家,799,12
2019,新竹市,不動產業,家數,家,970,56
2019,新竹縣,不動產業,家數,家,1047,49
2019,苗栗縣,不動產業,家數,家,642,22
2019,彰化縣,不動產業,家數,家,1395,57
2019,南投縣,不動產業,家數,家,446,8
2019,雲林縣,不動產業,家數,家,620,23
2019,嘉義市,不動產業,家數,家,643,23
2019,嘉義縣,不動產業,家數,家,271, 
2019,屏東縣,不動產業,家數,家,675,15
2019,澎湖縣,不動產業,家數,家,189, 
2019,花蓮縣,不動產業,家數,家,539,11
2019,臺東縣,不動產業,家數,家,271, 
2019,金門縣,不動產業,家數,家,233, 
2019,連江縣,不動產業,家數,家,,0
2019,總計,專業、科學及技術服務業,家數,家,52751,923
2019,臺北市,專業、科學及技術服務業,家數,家,17886,574
2019,新北市,專業、科學及技術服務業,家數,家,8516,117
2019,桃園縣,專業、科學及技術服務業,家數,家,3557,40
2019,臺中市,專業、科學及技術服務業,家數,家,7127,51
2019,臺南市,專業、科學及技術服務業,家數,家,3002,18
2019,高雄市,專業、科學及技術服務業,家數,家,4654,34
2019,基隆市,專業、科學及技術服務業,家數,家,457,0
2019,宜蘭縣,專業、科學及技術服務業,家數,家,642, 
2019,新竹市,專業、科學及技術服務業,家數,家,913,28
2019,新竹縣,專業、科學及技術服務業,家數,家,915,40
2019,苗栗縣,專業、科學及技術服務業,家數,家,503, 
2019,彰化縣,專業、科學及技術服務業,家數,家,1159,7
2019,南投縣,專業、科學及技術服務業,家數,家,495, 
2019,雲林縣,專業、科學及技術服務業,家數,家,541,0
2019,嘉義市,專業、科學及技術服務業,家數,家,511, 
2019,嘉義縣,專業、科學及技術服務業,家數,家,306, 
2019,屏東縣,專業、科學及技術服務業,家數,家,658, 
2019,澎湖縣,專業、科學及技術服務業,家數,家,79,0
2019,花蓮縣,專業、科學及技術服務業,家數,家,390, 
2019,臺東縣,專業、科學及技術服務業,家數,家,260,0
2019,金門縣,專業、科學及技術服務業,家數,家,156,0
2019,連江縣,專業、科學及技術服務業,家數,家,24,0
2019,總計,支援服務業,家數,家,32607,595
2019,臺北市,支援服務業,家數,家,5465,241
2019,新北市,支援服務業,家數,家,4438,77
2019,桃園縣,支援服務業,家數,家,3204,53
2019,臺中市,支援服務業,家數,家,4430,63
2019,臺南市,支援服務業,家數,家,2402,23
2019,高雄市,支援服務業,家數,家,4001,64
2019,基隆市,支援服務業,家數,家,421, 
2019,宜蘭縣,支援服務業,家數,家,626, 
2019,新竹市,支援服務業,家數,家,695,21
2019,新竹縣,支援服務業,家數,家,576,12
2019,苗栗縣,支援服務業,家數,家,608, 
2019,彰化縣,支援服務業,家數,家,1023,10
2019,南投縣,支援服務業,家數,家,524, 
2019,雲林縣,支援服務業,家數,家,455,6
2019,嘉義市,支援服務業,家數,家,446, 
2019,嘉義縣,支援服務業,家數,家,492, 
2019,屏東縣,支援服務業,家數,家,931, 
2019,澎湖縣,支援服務業,家數,家,554,0
2019,花蓮縣,支援服務業,家數,家,570,0
2019,臺東縣,支援服務業,家數,家,451,0
2019,金門縣,支援服務業,家數,家,240, 
2019,連江縣,支援服務業,家數,家,55,0
2019,總計,教育業,家數,家,4378,23
2019,臺北市,教育業,家數,家,1171,17
2019,新北市,教育業,家數,家,527, 
2019,桃園縣,教育業,家數,家,296, 
2019,臺中市,教育業,家數,家,534, 
2019,臺南市,教育業,家數,家,294,0
2019,高雄市,教育業,家數,家,485, 
2019,基隆市,教育業,家數,家,41,0
2019,宜蘭縣,教育業,家數,家,43,0
2019,新竹市,教育業,家數,家,139,0
2019,新竹縣,教育業,家數,家,138,0
2019,苗栗縣,教育業,家數,家,56,0
2019,彰化縣,教育業,家數,家,158,0
2019,南投縣,教育業,家數,家,58,0
2019,雲林縣,教育業,家數,家,59,0
2019,嘉義市,教育業,家數,家,69,0
2019,嘉義縣,教育業,家數,家,32,0
2019,屏東縣,教育業,家數,家,149,0
2019,澎湖縣,教育業,家數,家,18,0
2019,花蓮縣,教育業,家數,家,55,0
2019,臺東縣,教育業,家數,家,36,0
2019,金門縣,教育業,家數,家,14,0
2019,連江縣,教育業,家數,家,6,0
2019,總計,醫療保健及社會工作服務業,家數,家,1200,186
2019,臺北市,醫療保健及社會工作服務業,家數,家,269,70
2019,新北市,醫療保健及社會工作服務業,家數,家,134,30
2019,桃園縣,醫療保健及社會工作服務業,家數,家,73,14
2019,臺中市,醫療保健及社會工作服務業,家數,家,179,15
2019,臺南市,醫療保健及社會工作服務業,家數,家,84,9
2019,高雄市,醫療保健及社會工作服務業,家數,家,175,17
2019,基隆市,醫療保健及社會工作服務業,家數,家,12, 
2019,宜蘭縣,醫療保健及社會工作服務業,家數,家,42, 
2019,新竹市,醫療保健及社會工作服務業,家數,家,17, 
2019,新竹縣,醫療保健及社會工作服務業,家數,家,30,6
2019,苗栗縣,醫療保健及社會工作服務業,家數,家,15, 
2019,彰化縣,醫療保健及社會工作服務業,家數,家,36, 
2019,南投縣,醫療保健及社會工作服務業,家數,家,11, 
2019,雲林縣,醫療保健及社會工作服務業,家數,家,13, 
2019,嘉義市,醫療保健及社會工作服務業,家數,家,18, 
2019,嘉義縣,醫療保健及社會工作服務業,家數,家,10, 
2019,屏東縣,醫療保健及社會工作服務業,家數,家,42, 
2019,澎湖縣,醫療保健及社會工作服務業,家數,家,,0
2019,花蓮縣,醫療保健及社會工作服務業,家數,家,25, 
2019,臺東縣,醫療保健及社會工作服務業,家數,家,11,0
2019,金門縣,醫療保健及社會工作服務業,家數,家,,0
2019,連江縣,醫療保健及社會工作服務業,家數,家,0,0
2019,總計,藝術、娛樂及休閒服務業,家數,家,35777,186
2019,臺北市,藝術、娛樂及休閒服務業,家數,家,5141,70
2019,新北市,藝術、娛樂及休閒服務業,家數,家,5304,30
2019,桃園縣,藝術、娛樂及休閒服務業,家數,家,3104,14
2019,臺中市,藝術、娛樂及休閒服務業,家數,家,4240,15
2019,臺南市,藝術、娛樂及休閒服務業,家數,家,2692,9
2019,高雄市,藝術、娛樂及休閒服務業,家數,家,3934,17
2019,基隆市,藝術、娛樂及休閒服務業,家數,家,591, 
2019,宜蘭縣,藝術、娛樂及休閒服務業,家數,家,645, 
2019,新竹市,藝術、娛樂及休閒服務業,家數,家,670, 
2019,新竹縣,藝術、娛樂及休閒服務業,家數,家,861,6
2019,苗栗縣,藝術、娛樂及休閒服務業,家數,家,835, 
2019,彰化縣,藝術、娛樂及休閒服務業,家數,家,1773, 
2019,南投縣,藝術、娛樂及休閒服務業,家數,家,953, 
2019,雲林縣,藝術、娛樂及休閒服務業,家數,家,857, 
2019,嘉義市,藝術、娛樂及休閒服務業,家數,家,510, 
2019,嘉義縣,藝術、娛樂及休閒服務業,家數,家,566, 
2019,屏東縣,藝術、娛樂及休閒服務業,家數,家,1396, 
2019,澎湖縣,藝術、娛樂及休閒服務業,家數,家,174,0
2019,花蓮縣,藝術、娛樂及休閒服務業,家數,家,679, 
2019,臺東縣,藝術、娛樂及休閒服務業,家數,家,649,0
2019,金門縣,藝術、娛樂及休閒服務業,家數,家,156,0
2019,連江縣,藝術、娛樂及休閒服務業,家數,家,47,0
2019,總計,其他服務業,家數,家,87958,212
2019,臺北市,其他服務業,家數,家,10177,61
2019,新北市,其他服務業,家數,家,10304,31
2019,桃園縣,其他服務業,家數,家,7231,28
2019,臺中市,其他服務業,家數,家,11718,24
2019,臺南市,其他服務業,家數,家,8629,7
2019,高雄市,其他服務業,家數,家,12031,25
2019,基隆市,其他服務業,家數,家,1624, 
2019,宜蘭縣,其他服務業,家數,家,1851, 
2019,新竹市,其他服務業,家數,家,1882, 
2019,新竹縣,其他服務業,家數,家,1973, 
2019,苗栗縣,其他服務業,家數,家,2048, 
2019,彰化縣,其他服務業,家數,家,4993, 
2019,南投縣,其他服務業,家數,家,1762, 
2019,雲林縣,其他服務業,家數,家,2191, 
2019,嘉義市,其他服務業,家數,家,1688, 
2019,嘉義縣,其他服務業,家數,家,1533, 
2019,屏東縣,其他服務業,家數,家,3421, 
2019,澎湖縣,其他服務業,家數,家,317,0
2019,花蓮縣,其他服務業,家數,家,1311,0
2019,臺東縣,其他服務業,家數,家,892, 
2019,金門縣,其他服務業,家數,家,336,0
2019,連江縣,其他服務業,家數,家,46,0
2020,總計,農林漁牧業,家數,家,11779,85
2020,臺北市,農林漁牧業,家數,家,454,28
2020,新北市,農林漁牧業,家數,家,445,10
2020,桃園縣,農林漁牧業,家數,家,605, 
2020,臺中市,農林漁牧業,家數,家,602,6
2020,臺南市,農林漁牧業,家數,家,512,8
2020,高雄市,農林漁牧業,家數,家,3196,12
2020,基隆市,農林漁牧業,家數,家,29,0
2020,宜蘭縣,農林漁牧業,家數,家,790,0
2020,新竹市,農林漁牧業,家數,家,68,0
2020,新竹縣,農林漁牧業,家數,家,239, 
2020,苗栗縣,農林漁牧業,家數,家,274, 
2020,彰化縣,農林漁牧業,家數,家,1040, 
2020,南投縣,農林漁牧業,家數,家,550,0
2020,雲林縣,農林漁牧業,家數,家,718, 
2020,嘉義市,農林漁牧業,家數,家,64, 
2020,嘉義縣,農林漁牧業,家數,家,524, 
2020,屏東縣,農林漁牧業,家數,家,756, 
2020,澎湖縣,農林漁牧業,家數,家,34,0
2020,花蓮縣,農林漁牧業,家數,家,421, 
2020,臺東縣,農林漁牧業,家數,家,403, 
2020,金門縣,農林漁牧業,家數,家,44,0
2020,連江縣,農林漁牧業,家數,家,11,0
2020,總計,礦業及土石採取業,家數,家,1043,24
2020,臺北市,礦業及土石採取業,家數,家,67,9
2020,新北市,礦業及土石採取業,家數,家,90, 
2020,桃園縣,礦業及土石採取業,家數,家,67, 
2020,臺中市,礦業及土石採取業,家數,家,101, 
2020,臺南市,礦業及土石採取業,家數,家,38,0
2020,高雄市,礦業及土石採取業,家數,家,107, 
2020,基隆市,礦業及土石採取業,家數,家,,0
2020,宜蘭縣,礦業及土石採取業,家數,家,92, 
2020,新竹市,礦業及土石採取業,家數,家,19,0
2020,新竹縣,礦業及土石採取業,家數,家,39,0
2020,苗栗縣,礦業及土石採取業,家數,家,73,0
2020,彰化縣,礦業及土石採取業,家數,家,21, 
2020,南投縣,礦業及土石採取業,家數,家,40, 
2020,雲林縣,礦業及土石採取業,家數,家,31,0
2020,嘉義市,礦業及土石採取業,家數,家,,0
2020,嘉義縣,礦業及土石採取業,家數,家,14,0
2020,屏東縣,礦業及土石採取業,家數,家,36,0
2020,澎湖縣,礦業及土石採取業,家數,家,6,0
2020,花蓮縣,礦業及土石採取業,家數,家,137, 
2020,臺東縣,礦業及土石採取業,家數,家,54, 
2020,金門縣,礦業及土石採取業,家數,家,,0
2020,連江縣,礦業及土石採取業,家數,家,0,0
2020,總計,製造業,家數,家,144647,5197
2020,臺北市,製造業,家數,家,7853,846
2020,新北市,製造業,家數,家,32364,863
2020,桃園縣,製造業,家數,家,12579,750
2020,臺中市,製造業,家數,家,29728,614
2020,臺南市,製造業,家數,家,12966,429
2020,高雄市,製造業,家數,家,10641,466
2020,基隆市,製造業,家數,家,698,14
2020,宜蘭縣,製造業,家數,家,2125,44
2020,新竹市,製造業,家數,家,2348,219
2020,新竹縣,製造業,家數,家,2859,320
2020,苗栗縣,製造業,家數,家,2695,120
2020,彰化縣,製造業,家數,家,17524,263
2020,南投縣,製造業,家數,家,1803,66
2020,雲林縣,製造業,家數,家,2392,56
2020,嘉義市,製造業,家數,家,806,6
2020,嘉義縣,製造業,家數,家,2029,44
2020,屏東縣,製造業,家數,家,1693,70
2020,澎湖縣,製造業,家數,家,239,0
2020,花蓮縣,製造業,家數,家,694, 
2020,臺東縣,製造業,家數,家,398,0
2020,金門縣,製造業,家數,家,184, 
2020,連江縣,製造業,家數,家,29, 
2020,總計,電力及燃氣供應業,家數,家,1992,142
2020,臺北市,電力及燃氣供應業,家數,家,223,45
2020,新北市,電力及燃氣供應業,家數,家,151,9
2020,桃園縣,電力及燃氣供應業,家數,家,75,6
2020,臺中市,電力及燃氣供應業,家數,家,193,9
2020,臺南市,電力及燃氣供應業,家數,家,217,15
2020,高雄市,電力及燃氣供應業,家數,家,150,8
2020,基隆市,電力及燃氣供應業,家數,家,6, 
2020,宜蘭縣,電力及燃氣供應業,家數,家,15, 
2020,新竹市,電力及燃氣供應業,家數,家,33, 
2020,新竹縣,電力及燃氣供應業,家數,家,69,8
2020,苗栗縣,電力及燃氣供應業,家數,家,60, 
2020,彰化縣,電力及燃氣供應業,家數,家,227,16
2020,南投縣,電力及燃氣供應業,家數,家,47, 
2020,雲林縣,電力及燃氣供應業,家數,家,205, 
2020,嘉義市,電力及燃氣供應業,家數,家,22, 
2020,嘉義縣,電力及燃氣供應業,家數,家,85, 
2020,屏東縣,電力及燃氣供應業,家數,家,176,7
2020,澎湖縣,電力及燃氣供應業,家數,家,,0
2020,花蓮縣,電力及燃氣供應業,家數,家,14, 
2020,臺東縣,電力及燃氣供應業,家數,家,17,0
2020,金門縣,電力及燃氣供應業,家數,家,,0
2020,連江縣,電力及燃氣供應業,家數,家,,0
2020,總計,用水供應及污染整治業,家數,家,7907,108
2020,臺北市,用水供應及污染整治業,家數,家,591,20
2020,新北市,用水供應及污染整治業,家數,家,1053,7
2020,桃園縣,用水供應及污染整治業,家數,家,881,20
2020,臺中市,用水供應及污染整治業,家數,家,964,12
2020,臺南市,用水供應及污染整治業,家數,家,674,6
2020,高雄市,用水供應及污染整治業,家數,家,1242,27
2020,基隆市,用水供應及污染整治業,家數,家,126,0
2020,宜蘭縣,用水供應及污染整治業,家數,家,127, 
2020,新竹市,用水供應及污染整治業,家數,家,146, 
2020,新竹縣,用水供應及污染整治業,家數,家,173, 
2020,苗栗縣,用水供應及污染整治業,家數,家,237,0
2020,彰化縣,用水供應及污染整治業,家數,家,441, 
2020,南投縣,用水供應及污染整治業,家數,家,153,0
2020,雲林縣,用水供應及污染整治業,家數,家,252, 
2020,嘉義市,用水供應及污染整治業,家數,家,74,0
2020,嘉義縣,用水供應及污染整治業,家數,家,203, 
2020,屏東縣,用水供應及污染整治業,家數,家,328,6
2020,澎湖縣,用水供應及污染整治業,家數,家,22,0
2020,花蓮縣,用水供應及污染整治業,家數,家,118,0
2020,臺東縣,用水供應及污染整治業,家數,家,67,0
2020,金門縣,用水供應及污染整治業,家數,家,31,0
2020,連江縣,用水供應及污染整治業,家數,家,,0
2020,總計,營建工程業,家數,家,138757,855
2020,臺北市,營建工程業,家數,家,12134,338
2020,新北市,營建工程業,家數,家,25652,133
2020,桃園縣,營建工程業,家數,家,13320,61
2020,臺中市,營建工程業,家數,家,18591,93
2020,臺南市,營建工程業,家數,家,9586,39
2020,高雄市,營建工程業,家數,家,17101,102
2020,基隆市,營建工程業,家數,家,2331, 
2020,宜蘭縣,營建工程業,家數,家,3619,9
2020,新竹市,營建工程業,家數,家,2777,17
2020,新竹縣,營建工程業,家數,家,3609,19
2020,苗栗縣,營建工程業,家數,家,3643,8
2020,彰化縣,營建工程業,家數,家,6023, 
2020,南投縣,營建工程業,家數,家,2708, 
